messages,labels
ok lar ... joking wif u oni ...,ham
okie but i scare u say i fat ... then u dun wan i already ...,ham
yup have my lunch buffet now .. u eat already ?,ham
u wake up already ? thanx 4 e tau sar piah it be quite nice .,ham
jus tell u dat i 'll b leave 4 shanghai on 21st instead so we 'll haf more time 2 meet up cya ...,ham
ok ...,ham
i be home ...,ham
okie,ham
u sleep now .. or you go to take ? haha .. i get spys wat .. i online check n reply mail lor ..,ham
then u well go sleep .. dun disturb u liao .. u wake up then msg i lor ..,ham
what u mean u almost do ? do wif sleep ? but i tot u go to take a nap .. yup i send her liao so i be pick she up at ard 4 smth lor ..,ham
my house here e sky quite dark liao ... if rain then get excuse not 2 run already rite ... hee ...,ham
nope wif my sis lor ... aft bathe my dog then i can bathe ... look like it be go 2 rain soon .,ham
wow so healthy . old airport rd lor . ca nt thk of anything else . but i 'll b bathe my dog later .,ham
u too ...,ham
ok . c u then .,ham
yup song bro . no creative . neva test quality . he say check review online .,ham
wewa be 130 . iriver 255 . all 128 mb .,ham
we leave already we at orchard now .,ham
i tot u outside cos darren say u come shopping . of course we nice wat . we ju go sim lim look at mp3 player .,ham
u in town alone ?,ham
anytime ...,ham
ok ... sweet dream ...,ham
jus come back fr lunch wif my sis only . u leh ?,ham
in e msg ju now . u say thank for gift .,ham
u 're welcome ... catch u use broken english again ...,ham
yup bathe liao ...,ham
i be home .,ham
ok ... u enjoy ur show ...,ham
dunno cos i be v late n when i reach they inside already ... but we eat spageddie lor ... it be e gal who r laugh at i lor ...,ham
finish already ... yar they keep say i mushy ... i so embarrass ok ...,ham
nope but i be go home now then go pump petrol lor ... like go 2 rain soon ...,ham
hey they r not watch movie tonight so i 'll prob b home early ...,ham
dunno y u ask i .,ham
i 've reach home n i bathe liao ... u can call i now ...,ham
yup i be still have coffee wif my fren ... my fren drive she 'll give i a lift ...,ham
ok ...,ham
i like dis sweater fr mango but no more my size already so irritate .,ham
yup n her fren lor . i be meet my fren at 730.,ham
anyway i be go shop on my own now . cos my sis not do yet . dun disturb u liao .,ham
i be ok wif it cos i like 2 try new thing . but i scare u dun like mah . cos u say not too loud .,ham
u dun say so early hor ... u c already then say ...,ham
got but get 2 colour lor . one colour be quite light n e other be dark lor . actually i be do she be style my hair now .,ham
it be ok i noe u 're busy but i be really too bored so i msg u. i oso dunno wat colour she choose 4 i one .,ham
hey i be bored ... so i be think of u ... so wat r u doing ?,ham
ok lor . msg i b4 u call .,ham
but really quite funny lor wat ... then u shd haf run short distance wat ...,ham
i be in town now so i 'll jus take mrt down later .,ham
what time be ur flight tmr ?,ham
aiyo u so poor thing ... then u dun wan 2 eat ? u bathe already ?,ham
u so lousy run already come back then half dead ... hee ...,ham
eh u remember how 2 spell his name ... yes i do . he v naughty make until i v wet .,ham
finish liao ... u ?,ham
u can call now ...,ham
10 min later k ...,ham
wat make u thk i 'll fall down . but actually i thk i be quite prone 2 fall . lucky my dad at home i ask he come n fetch i already .,ham
aiyah e rain like quite big leh . if drizzle i can at least run home .,ham
that be y u haf 2 keep i busy ...,ham
yup next stop .,ham
yar else i 'll thk of all sort of funny thing .,ham
aiyah then i wait lor . then u entertain i . hee ...,ham
yup . izzit still rain heavily cos i be in e mrt i ca n't c outside .,ham
yup no need . i 'll jus wait 4 e rain 2 stop .,ham
i be not drive ... rain ! then i 'll get catch at e mrt station lor .,ham
i be on my way home . go to change batt 4 my watch then go shop a bit lor .,ham
then wat r u do now ? busy wif work ?,ham
yup but it be not give i problem now so mayb i 'll jus leave it ...,ham
ok ... but they say i 've get wisdom tooth hide inside n mayb need 2 remove .,ham
thanx a lot 4 ur help !,ham
ok .,ham
happy birthday ... may u find ur prince charming soon n dun work too hard ...,ham
r u here yet ? i be wear blue shirt n black pant .,ham
or u ask they all if next sit can a not . if all of they can make it then i be ok lor .,ham
ok that be great thanx a lot .,ham
i be e person who be do e sm survey ...,ham
hi this be yijue can i meet u at 11 tmr ?,ham
hmm ... dunno leh mayb a bag 4 goigng out dat be not too small . or jus anything except perfume smth dat i can keep .,ham
eh u send wrongly lar ...,ham
ok,ham
aiyah sorry lor ... i watch tv watch until i forget 2 check my phone .,ham
eh sorry leh ... i din c ur msg . not sad already lar . i watch tv now . u still in office ?,ham
my supervisor find 4 i one lor i thk his student . i have nt ask she yet . tell u aft i ask she .,ham
i get to video tape pple type in message lor . u so free wan 2 help i ? hee ... cos i noe u wan 2 watch infernal affair so ask u along . ask shuhui oso .,ham
ok thanx ...,ham
u gd lor go shopping i get stuff to do . u wan 2 watch infernal affair a not ? come lar ...,ham
u sick still can go shopping ?,ham
horrible gal . i in sch do some stuff . how come u get mc ?,ham
die ... i accidentally delete e msg i suppose 2 put in e sim archive . haiz ... i so sad ...,ham
ok no prob . take ur time .,ham
his fren go then he in lor . not alone wif my mum n sis lor .,ham
yar lor he wan 2 go c horse race today mah so eat early lor . i eat chicken rice . u ?,ham
u really pig leh sleep so much . my dad wake i up at 10 smth 2 eat lunch today .,ham
yup . thk of u oso boring wat .,ham
nope watch tv at home ... not go out . v bored ...,ham
wat r u doing ?,ham
ok set let u noe e detail later ...,ham
u free on sit rite ? u wan 2 watch infernal affair wif i n darren n mayb xy ?,ham
same to u ...,ham
okie,ham
ok then u tell i wat time u come later lor .,ham
i know it ... u sleep v late yest ? wake up so late ...,ham
wat be my dear doing ? sleep ah ?,ham
nite ...,ham
ok . i watch tv too .,ham
at home also .,ham
ok . i only ask abt e movie . u wan ktv oso ?,ham
i call but no one pick up e phone . i ask both of they already they say ok .,ham
then ur physics get a- ?,ham
aiyah ok wat as long as got improve can already wat ...,ham
i be reach home in 5 min .,ham
wat u do there ?,ham
ok ... help i ask if she be work tmr a not ?,ham
ok ... then r we meet later ?,ham
shopping lor . they rain mah hard 2 leave orchard .,ham
long beach lor . expect ... u have dinner now ?,ham
have nt stick at orchard in my dad 's car . go 4 dinner now . u leh ? so r they free tonight ?,ham
how ? izzit still raining ?,ham
thank u !,ham
thanx a lot ...,ham
although i tell u dat i be into baig face watch now but i really like e watch u give cos it be fr u. thanx 4 everything dat u 've do today i be touch ...,ham
east coast,ham
leave dessert . u wan i 2 go suntec look 4 u ?,ham
u can call i now ...,ham
i jus reach home . i go bathe first . but my sis use net tell u when she finish k ...,ham
mum not go robinson already .,ham
nvm it be ok ...,ham
if u send her home first it be ok lor . i be not ready yet .,ham
esplanade lor . where else ...,ham
i be home . ard wat time will u reach ?,ham
jus an i lar . u 'll noe later .,ham
it be ok i wun b angry . msg u aft i come home tonight .,ham
so u wan 2 come for our dinner tonight a not ?,ham
hi di be yijue we be meet at 7 pm at esaplanade tonight .,ham
r we still meet 4 dinner tonight ?,ham
piggy r u awake ? i bet u 're still sleep . i be go 4 lunch now ...,ham
be xy in ur car when u pick i up ?,ham
we not leave yet . ok lor then we go elsewhere n eat . u thk ...,ham
taka lor . wat time u wan 2 come n look 4 us ?,ham
xy try smth now . u eat already ? we havent ...,ham
then u go back urself lor ...,ham
thanx but my birthday be over already .,ham
yup i thk so until e shop close lor .,ham
hi i wo n't b ard 4 christma . but do enjoy n merry x'mas .,ham
we not watch movie already . xy want 2 shop so i be shop w she now .,ham
i be go 2 orchard now laready i reach soon . u reaching ?,ham
ok lor . anyway i thk we ca nt get ticket now cos like quite late already . u wan 2 go look 4 ur fren a not ? darren be wif they now ...,ham
aiyah u do ok already lar . e nydc at wheellock ?,ham
i thk 530 lor . but dunno can get ticket a not . wat u do now ?,ham
i tot u reach liao . he say t - shirt .,ham
u reach orchard already ? u wan 2 go buy ticket first ?,ham
aft i finish my lunch then i go str down lor . ard 3 smth lor . u finish ur lunch already ?,ham
have nt plan to buy later . i check already lido only get 530 show in e afternoon . u finish work already ?,ham
be xy go 4 e lunch ?,ham
i be go 4 lunch now wif my family then aft dat i go str 2 orchard lor .,ham
play w computer ? aiyah i tok 2 u lor ?,ham
ha ... both of we do e same thing . but i get tv 2 watch . u can thk of where 2 go tonight or u already haf smth in mind ...,ham
sit ard nothing to do lor . u leh busy w work ?,ham
ok lor .,ham
my sis be catch e show in e afternoon so i be not watch w she . so c u wan 2 watch today or tmr lor .,ham
then dun wear jean lor ...,ham
depend on where u go lor .,ham
ok i go change also ...,ham
anything lor but toa payoh get place 2 walk meh ...,ham
ok lor . i ne 2 go toa payoh 4 a while 2 return smth u wan 2 send i there or wat ?,ham
i anything lor .,ham
jus finish watch tv ... u ?,ham
happy new year to u too !,ham
ok,ham
havent .,ham
ok .,ham
i reach home safe n sound liao ...,ham
i 'll reach in ard 20 min ok ...,ham
ok ... let u noe when i leave my house .,ham
i finish my lunch already . u wake up already ?,ham
ok lor .,ham
i be watch lotr w my sis di aft . so u wan 2 meet i 4 dinner at nite a not ?,ham
as usual u can call i ard 10 smth .,ham
u call i alter at 11 ok .,ham
u wake up already ? wat u do ? u pick we up later rite ? i be take sq825 reach ard 7 smth 8 like dat . u can check e arrival time . c ya soon ...,ham
thanx . yup we come back on sun . finish dinner go back 2 hotel now . time fly we be tog 4 exactly a mth today . hope we 'll haf many more mth to come ...,ham
sorry to trouble u again . can buy 4d for my dad again ? 1405 1680 1843 . all 2 big 1 small sit n sun . thanx .,ham
no need lar . jus test e phone card . dunno network not gd i thk . i wait 4 my sis 2 finish bathing so i can bathe . dun disturb u liao u clean ur room .,ham
yup ok thanx ...,ham
do u noe wat time e place dat sell 4d closes ?,ham
ok ...,ham
no my mum go 2 dentist .,ham
no it be wait in e car dat 's bored wat . cos wait outside get nothing 2 do . at home can do my stuff or watch tv wat .,ham
u have lunch alone ? i now so bored ...,ham
wait in e car 4 my mum lor . u leh ? reach home already ?,ham
ok .,ham
my trip be ok but quite tiring lor . uni start today but it be ok 4 i cos i be not take any module but jus concentrate on my final yr project .,ham
i place all ur point on e culture module already .,ham
u definitely need a module from e humanity dis sem izzit ? u wan 2 take other module 1st ?,ham
yup,ham
dis be yijue . i jus see ur mail . in case huiming have nt send u my num . dis be my num .,ham
i be leave my house now .,ham
ok i msg u b4 i leave my house .,ham
haf u eat ? wat time u wan i 2 come ?,ham
okie,ham
jus finish blow my hair . u finish dinner already ?,ham
daddy shu shu be look 4 u ... u wan i 2 tell he u 're not in singapore or wat ?,ham
ok no prob ...,ham
at home watch tv lor .,ham
aiyar u so poor thing ... i give u my support k ... jia you ! i 'll think of u ...,ham
wait 4 my tv show 2 start lor ... u leh still busy do ur report ?,ham
but i be surprised she still can guess right lor ...,ham
how come she can get it ? should b quite diff to guess rite ...,ham
how come guoyang go n tell she ? then u tell her ?,ham
ok ...,ham
ok ... ur typical reply ...,ham
if e timing can then i go w u lor ...,ham
ok no problem ... yup i be go to sch at 4 if i rem correctly ...,ham
watch tv lor ...,ham
ok ...,ham
ok lor then we go tog lor ...,ham
yup . anything lor if u dun wan it be ok ...,ham
jus finish bathing ...,ham
ok lor ... or u wan i go look 4 u ?,ham
yar lor ... keep rain non stop ... or u wan 2 go elsewhere ?,ham
wat r u do now ?,ham
ok no prob ... i 'll come after lunch then ...,ham
sorry i be not free ...,ham
anytime lor ...,ham
ok then i 'll let he noe later n ask he call u tmr ...,ham
have nt mus ask if u can 1st wat . of meet 4 lunch den u n he meet can already lor . or u wan 2 go ask da ge 1st then confirm w i asap ?,ham
darren be say dat if u meet da ge den we dun meet 4 dinner . cos later u leave xy will feel awkward . den u meet he 4 lunch lor .,ham
call i when u 're do ...,ham
i ask if u meet da ge tmr nite ...,ham
do u receive my msg ?,ham
r u meet da ge at nite tmr ?,ham
can come my room but can not come my house cos my house still messy ... haha ...,ham
yar lor wait 4 my mum 2 finish sch then have lunch lor ... i whole morning stay at home clean my room now my room quite clean ... hee ...,ham
jus finish my lunch on my way home lor ... i tot u dun wan 2 stay in sch today ...,ham
yup ok ...,ham
ok then i come n pick u at engin ?,ham
anything lor ... u decide ...,ham
e admin building there ? i might b slightly early ... i 'll call u when i be reach ...,ham
no need lar i go engin ? cos my sis at art today ...,ham
dunno my dad say he come home 2 bring we out 4 lunch . yup i go w u lor . i call u when i reach school lor ...,ham
ard 4 lor ...,ham
oic cos i n my sis get no lunch today my dad go out ... so dunno whether 2 eat in sch or wat ...,ham
then u go ikea str aft dat ?,ham
wat time u finish ur lect today ?,ham
change again ... it be e one next to escalator ...,ham
shuhui say change 2 suntec steamboat ? u noe where ? where r u now ?,ham
r u still work now ?,ham
7 lor ... change 2 suntec ... wat time u coming ?,ham
yar lor ... how u noe ? u use dat route too ?,ham
i 've reach home finally ...,ham
u call i right ? call my hand phone ...,ham
aiyar dun disturb u liao ... thk u have lot 2 do aft ur cupboard come ...,ham
huh so fast ... dat mean u have nt finish painting ?,ham
u still paint ur wall ?,ham
ok ... i din get ur msg ...,ham
hey elaine be today 's meeting still on ?,ham
hi elaine be today 's meeting confirmed ?,ham
sorry i now then c ur msg ... yar lor so poor thing ... but only 4 one night ... tmr u 'll have a brand new room 2 sleep in ...,ham
`` i ; m reach in another 2 stop . ``,ham
huh but i ca nt go 2 ur house empty handed right ?,ham
ok i be walike ard now ... do u wan i 2 buy anything go ur house ?,ham
yup ok ...,ham
ok ... take ur time n enjoy ur dinner ...,ham
so gd get free ice cream ... i oso wan ...,ham
same as u ... dun wan ... y u dun like i already ah ... wat u do now ? still eating ?,ham
horrible u eat mac eat until u forget abt i already rite ... u take so long 2 reply . i thk it be more toot than b4 so b prepared . now wat shall i eat ?,ham
die ... now i have e toot fringe again ...,ham
horrible bf ... i now v hungry ...,ham
urgent ! your mobile number * * * * * * * * * * * * * * * won a £ 2000 bonus caller prize on 10/06/03 ! this be the 2nd attempt to reach you ! call 09066368753 asap ! box 97n7qp 150ppm spam,spam
"wan2 win a meet+greet with westlife 4 u or a m8 ? they be currently on what tour ? 1 ) unbreakable 2 ) untamed 3 ) unkempt . text 1,2 or 3 to 83049 . cost 50p + std text",spam
urgent this be our 2nd attempt to contact u. your £ 900 prize from yesterday be still await collection . to claim call now 09061702893 . acl03530150pm,spam
"urgent -call 09066649731from landline . your complimentary 4 * ibiza holiday or £ 10,000 cash await collection sae t & cs po box 434 sk3 8wp 150ppm 18+",spam
this be the 2nd time we have try to contact u. u have win the £ 400 prize . 2 claim be easy just call 087104711148 now ! only 10p per minute . bt - national - rate,spam
do you want a new nokia 3510i colour phone deliveredtomorrow ? with 300 free minute to any mobile + 100 free text + free camcorder reply or call 08000930705,spam
urgent ! we be try to contact you . last weekend draw show that you have win a £ 900 prize guaranteed . call 09061701939 . claim code s89 . valid 12hrs only,spam
dear 0776xxxxxxx u 've be invite to xchat . this be our final attempt to contact u ! txt chat to 86688 150p / msgrcvdhg / suite342/2land / row / w1j6hl ldn 18yr,spam
"urgent ! your mobile no * * * * * * * * * * * won a £ 2,000 bonus caller prize on 02/06/03 ! this be the 2nd attempt to reach you ! call 09066362220 asap ! box97n7qp 150ppm",spam
sms auction - a brand new nokia 7250 be up 4 auction today ! auction be free 2 join & take part ! txt nokia to 86021 now ! hg / suite342/2land row / w1j6hl,spam
"urgent ! your mobile no 07xxxxxxxxx win a £ 2,000 bonus caller prize on 02/06/03 ! this be the 2nd attempt to reach you ! call 09066362231 asap ! box97n7qp 150ppm",spam
dear matthew please call 09063440451 from a landline your complimentary 4 * lux tenerife holiday or £ 1000 cash await collection . ppm150 sae t & cs box334 sk38xh.,spam
"urgent ! your mobile no 077xxx won a £ 2,000 bonus caller prize on 02/06/03 ! this be the 2nd attempt to reach you ! call 09066362206 asap ! box97n7qp 150ppm",spam
urgent ! we be try to contact you . last weekend draw show that you have win a £ 900 prize guaranteed . call 09061701851 . claim code k61 . valid 12hours only,spam
"urgent ! you have win a 1 week free membership in our £ 100,000 prize jackpot ! txt the word : claim to no : 81010 t & c www.dbuk.net lccltd pobox 4403ldnw1a7rw18",spam
rgent ! this be the 2nd attempt to contact u ! u have won £ 1250 call 09071512433 b4 050703 t & csbcm4235wc1n3xx . callcost 150ppm mobilesvary . max£7 . 50,spam
free for 1st week ! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txte and tell ur mate www.getzed.co.uk pobox 36504 w45wq norm150p / tone 16+,spam
winner ! ! as a value network customer you have be select to receivea £ 900 prize reward ! to claim call 09061701461 . claim code kl341 . valid 12 hour only .,spam
dear dave this be your final notice to collect your 4 * tenerife holiday or # 5000 cash award ! call 09061743806 from landline . tc sae box326 cw25wx 150ppm,spam
urgent ! please call 09061743810 from landline . your abta complimentary 4 * tenerife holiday or # 5000 cash await collection sae t & c box 326 cw25wx 150 ppm,spam
congrat ! nokia 3650 video camera phone be your call 09066382422 call cost 150ppm ave call 3min vary from mobile 16 + close 300603 post bcm4284 ldn wc1n3xx,spam
congrat 2 mobile 3 g videophones r yours . call 09063458130 now ! videochat wid ur mate play java game dload polyph music noline rentl . bx420 . ip4 . 5we . 150p,spam
camera - you be award a sipix digital camera ! call 09061221066 fromm landline . delivery within 28 day .,spam
well do ! your 4 * costa del sol holiday or £ 5000 await collection . call 09050090044 now toclaim . sae tc pobox334 stockport sk38xh cost£1.50 / pm max10min,spam
shop till u drop be it you either 10 k 5 k £ 500 cash or £ 100 travel voucher call now 09064011000 . ntt po box cr01327bt fixedline cost 150ppm mobile vary,spam
urgent ur award a complimentary trip to eurodisinc trav aco & entry41 or £ 1000 . to claim txt dis to 87121 18 + 6 * £1.50 ( morefrmmob . shracomorsglsuplt ) 10 ls1 3aj,spam
congrats ! 2 mobile 3 g videophones r yours . call 09061744553 now ! videochat wid ur mate play java game dload polyh music noline rentl . bx420 . ip4 . 5we . 150pm,spam
as a value customer i be pleased to advise you that follow recent review of your mob no . you be award with a £ 1500 bonus prize call 09066368470,spam
urgent ! we be try to contact u todays draw show that you have win a £ 800 prize guaranteed . call 09050000460 from land line . claim j89 . po box245c2150pm,spam
as a value customer i be pleased to advise you that follow recent review of your mob no . you be award with a £ 1500 bonus prize call 09066364589,spam
hello darle how be you today ? i would love to have a chat why do nt you tell i what you look like and what you be in to sexy ?,spam
england v macedonia - do nt miss the goal / team news . txt ur national team to 87077 eg england to 87077 try : wales scotland 4txt / ú1.20 poboxox36504w45wq 16+,spam
reminder from o2 : to get 2.50 pound free call credit and detail of great offer pls reply 2 this text with your valid name house no and postcode,spam
urgent urgent ! we have 800 free flight to europe to give away call b4 10th sept & take a friend 4 free . call now to claim on 09050000555 . ba128nnfwfly150ppm,spam
you be be contact by our dating service by someone you know ! to find out who it be call from your mobile or landline 09064017305 pobox75ldns7,spam
congrats ! 1 year special cinema pass for 2 be yours . call 09061209465 now ! c suprman v matrix3 starwars3 etc all 4 free ! bx420 - ip4 - 5we . 150pm . do nt miss out !,spam
this be the 2nd time we have try 2 contact u. u have win the 750 pound prize . 2 claim be easy call 08712101358 now ! only 10p per min . bt - national - rate,spam
urgent ! ! your 4 * costa del sol holiday or £ 5000 await collection . call 09050090044 now toclaim . sae tc s pobox334 stockport sk38xh cost£1.50 / pm max10min,spam
free top ringtone -sub to weekly ringtone - get 1st week free - send subpoly to 81618- ? 3 per week - stop sms-08718727870,spam
free for 1st week ! no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txte and tell ur mate . www.getzed.co.uk pobox 36504 w45wq 16 + norm150p / tone,spam
you have win a nokia 7250i . this be what you get when you win our free auction . to take part send nokia to 86021 now . hg / suite342/2land row / w1jhl 16+,spam
hi there 2night ur lucky night ! uve be invite 2 xchat the uks wild chat ! txt chat to 86688 now ! 150p / msgrcvdhg / suite342/2land / row / w1j6hl ldn 18yr,spam
do you want a new nokia 3510i colour phone deliver tomorrow ? with 200 free minute to any mobile + 100 free text + free camcorder reply or call 08000930705,spam
urgent ! your mobile no . be award £ 2000 bonus caller prize on 5/9/03 this be our final try to contact u ! call from landline 09064019788 box42wr29c 150ppm,spam
u can win £ 100 of music gift vouchers every week start now txt the word draw to 87066 tscs www.idew.com skillgame 1winaweek age16 . 150ppermesssubscription,spam
+123 congratulations - in this week 's competition draw u have win the £ 1450 prize to claim just call 09050002311 b4280703 . t & cs / stop sms 08718727868 . over 18 only 150ppm,spam
"u can win £ 100 of music gift vouchers every week start now txt the word draw to 87066 tscs www.ldew.com skillgame,1winaweek age16.150ppermesssubscription",spam
you have be select to stay in 1 of 250 top british hotel - for nothing ! holiday worth £ 350 ! to claim call london 02072069400 . bx 526 sw73ss,spam
sms auction you have win a nokia 7250i . this be what you get when you win our free auction . to take part send nokia to 86021 now . hg / suite342/2land row / w1jhl 16+,spam
buy space invaders 4 a chance 2 win orig arcade game console . press 0 for games arcade ( std wap charge ) see o2.co.uk/games 4 term + setting . no purchase,spam
urgent we be try to contact you last weekend draw show u have win a £ 1000 prize guaranteed call 09064017295 claim code k52 valid 12hrs 150p pm,spam
important information 4 orange user 0789xxxxxxx . today be your lucky day ! 2find out why log onto http : //www.urawinner.com there be a fantastic surprise awaiting you !,spam
congratulation ur award 500 of cd voucher or 125gift guarantee & free entry 2 100 wkly draw txt music to 87066 tncs www . ldew.com1win150ppmx3age16,spam
eerie nokia tone 4u rply tone title to 8007 eg tone dracula to 8007 title : ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,spam
win a year supply of cd 4 a store of ur choice worth £ 500 & enter our £ 100 weekly draw txt music to 87066 ts & cs www . ldew.com.subs16 + 1win150ppmx3,spam
this be the 2nd time we have try 2 contact u. u have win the 750 pound prize . 2 claim be easy call 08718726970 now ! only 10p per min . bt - national - rate,spam
"loan for any purpose £ 500 - £ 75,000 . homeowner + tenants welcome . have you be previously refuse ? we can still help . call free 0800 1956669 or text back ' help '",spam
you wo n't believe it but it be true . it be incredible txts ! reply g now to learn truly amazing thing that will blow your mind . from o2fwd only 18p / txt,spam
you have win a nokia 7250i . this be what you get when you win our free auction . to take part send nokia to 86021 now . hg / suite342/2land row / w1jhl 16 +,spam
"urgent ! call 09066350750 from your landline . your complimentary 4 * ibiza holiday or 10,000 cash await collection sae t & cs po box 434 sk3 8wp 150 ppm 18 +",spam
todays voda number end with 7634 be select to receive a £ 350 reward . if you have a match please call 08712300220 quote claim code 7684 standard rate apply .,spam
have your mobile 11 month or more ? u r entitle to update to the late colour mobile with camera for free ! call the mobile update co free on 08002986030,spam
urgent . important information for 02 user . today be your lucky day ! 2 find out why log onto http : //www.urawinner.com there be a fantastic surprise await you !,spam
orange bring you ringtone from all time chart heroes with a free hit each week ! go to ringtones & pics on wap . to stop receive these tip reply stop.,spam
urgent important information for o2 user . today be your lucky day ! 2 find out why log onto http : //www.urawinner.com there be a fantastic surprise await for you,spam
bloomberg -message center +447797706009 why wait ? apply for your future http : //career . bloomberg.com,spam
cd 4u : congratulation ur award £ 500 of cd gift voucher or £ 125 gift guarantee & freeentry 2 £ 100 wkly draw xt music to 87066 tncs www.ldew.com1win150ppmx3age16,spam
spook up your mob with a halloween collection of a logo & pic message plus a free eerie tone txt card spook to 8007 ze 08701417012150p per logo / pic,spam
8007 25p 4 alfie moon 's child in need song on ur mob . tell ur m8s . txt tone charity to 8007 for nokia or poly charity for polys : ze 08701417012 profit 2 charity,spam
5p 4 alfie moon 's child in need song on ur mob . tell ur m8s . txt tone charity to 8007 for nokias or poly charity for polys : ze 08701417012 profit 2 charity .,spam
1st wk free ! gr8 tone str8 2 u each wk . txt nokia on to 8007 for classic nokia tone or hit on to 8007 for polys . nokia/150p poly/200p 16+,spam
todays voda number end 5226 be select to receive a ? 350 award . if you hava a match please call 08712300220 quote claim code 1131 standard rate app,spam
100 date service cal ; l 09064012103 box334sk38ch,spam
sport fan - get the late sport news str * 2 ur mobile 1 wk free plus a free tone txt sport on to 8007 www.getzed.co.uk 0870141701216 + norm 4txt/120p,spam
todays voda number end 1225 be select to receive a £ 50award . if you have a match please call 08712300220 quote claim code 3100 standard rate app,spam
someonone you know be try to contact you via our date service ! to find out who it could be call from your mobile or landline 09064015307 box334sk38ch,spam
wan na have a laugh ? try chit - chat on your mobile now ! logon by txte the word : chat and send it to no : 8883 cm po box 4217 london w1a 6zf 16 + 118p / msg rcvd,spam
if you do n't your prize will go to another customer . t & c at www.t-c.biz 18 + 150p / min polo ltd suite 373 london w1j 6hl please call back if busy,spam
you have won ! as a value vodafone customer our computer have pick you to win a £ 150 prize . to collect be easy . just call 09061743386,spam
a £ 400 xmas reward be wait for you ! our computer have randomly pick you from our loyal mobile customer to receive a £ 400 reward . just call 09066380611,spam
december only ! have your mobile 11mths+ ? you be entitle to update to the late colour camera mobile for free ! call the mobile update co free on 08002986906,spam
kit strip - you have be bill 150p . netcollex ltd. po box 1013 ig11 oja,spam
december only ! have your mobile 11mths+ ? you be entitle to update to the late colour camera mobile for free ! call the mobile update vco free on 08002986906,spam
"congratulation ! thank to a good friend u have won the £ 2,000 xmas prize . 2 claim be easy just call 08718726971 now ! only 10p per minute . bt - national - rate .",spam
warner village 83118 c colin farrell in swat this wkend @ warner village & get 1 free med . popcorn ! just show msg+ticket @ kiosk . valid 4 - 7/12 . c t & c @ kiosk . reply sony 4 mre film offer,spam
xmas iscoming & ur award either £ 500 cd gift voucher & free entry 2 r £ 100 weekly draw txt music to 87066 tnc www . ldew.com1win150ppmx3age16subscription,spam
"six chance to win cash ! from 100 to 20,000 pound txt > csh11 and send to 87575 . cost 150p / day 6days 16 + tsandcs apply reply hl 4 info",spam
congratulation ur award either £ 500 of cd gift voucher & free entry 2 our £ 100 weekly draw txt music to 87066 tncs www . ldew.com1win150ppmx3age16,spam
natalja ( 25 / f ) be invite you to be her friend . reply yes-440 or no-440 see she : www.sms.ac/u/nat27081980 stop ? send stop frnd to 62468,spam
for ur chance to win a £ 250 cash every wk txt : action to 80608 . t 's & c 's www.movietrivia.tv custcare 08712405022 1x150p / wk,spam
tell u 2 call 09066358152 to claim £ 5000 prize . u have 2 enter all ur mobile & personal detail @ the prompt . careful !,spam
win urgent ! your mobile number have be award with a £ 2000 prize guaranteed call 09061790121 from land line . claim 3030 valid 12hrs only 150ppm,spam
win a £ 1000 cash prize or a prize worth £ 5000,spam
rt - king pro video club > > need help ? info @ ringtoneking.co.uk or call 08701237397 you must be 16 + club credit redeemable at www.ringtoneking.co.uk ! enjoy !,spam
( bank of granite issue strong - buy ) explosive pick for our member * * * * * up over 300 % * * * * * * * * * * * nasdaq symbol cdgt that be a $ 5.00 per ..,spam
enjoy the jamster videosound gold club with your credit for 2 new videosounds+2 logos+musicnews ! get more fun from jamster.co.uk ! 16+only help ? call : 09701213186,spam
sunshine quiz wkly q ! win a top sony dvd player if u know which country liverpool play in mid week ? txt ansr to 82277 . £ 1.50 sp : tyrone,spam
private ! your 2004 account statement for 07742676969 show 786 unredeemed bonus points . to claim call 08719180248 identifier code : 45239 expires,spam
lyricalladie ( 21 / f ) be invite you to be her friend . reply yes-910 or no-910 . see she : www.sms.ac/u/hmmross stop ? send stop frnd to 62468,spam
free video camera phone with half price line rental for 12 mth and 500 cross ntwk min 100 txts . call mobileupd8 08001950382 or call2optout/674,spam
sunshine quiz wkly q ! win a top sony dvd player if u know which country the algarve be in ? txt ansr to 82277 . £ 1.50 sp : tyrone,spam
got what it take 2 take part in the wrc rally in oz ? u can with lucozade energy ! text rally le to 61200 ( 25p ) see pack or lucozade.co.uk/wrc & itcould be u !,spam
today 's offer ! claim ur £ 150 worth of discount voucher ! text yes to 85023 now ! savamob member offer mobile ! t cs 08717898035 . £ 3.00 sub . 16 . unsub reply x,spam
knock knock txt whose there to 80082 to enter r weekly draw 4 a £ 250 gift voucher 4 a store of yr choice . t & c www.tkls.com age16 to stoptxtstop£1.50 / week,spam
as a sim subscriber you be select to receive a bonus ! get it deliver to your door txt the word ok to no : 88600 to claim . 150p / msg exp . 30apr,spam
think ur smart ? win £ 200 this week in our weekly quiz text play to 85222 now ! t & c winnersclub po box 84 m26 3uz . 16 + . gbp1.50 / week,spam
